id,name,now_cost,position,team,starts_per_90,chance_of_playing_next_round,cost_change_event_fall,transfers_out,threat_rank_type,selected_by_percent,cost_change_start,cost_change_start_fall,threat_rank,clean_sheets,web_name,ict_index_rank_type,total_points,ep_next,status,ict_index,expected_goals_per_90,clean_sheets_per_90,points_per_game,yellow_cards,now_cost_rank_type,transfers_in,form_rank,saves,event_points,bonus,expected_goals,expected_goals_conceded_per_90,penalties_order,corners_and_indirect_freekicks_order,cost_change_event,in_dreamteam,ep_this,goals_conceded,selected_rank,chance_of_playing_this_round,goals_conceded_per_90,expected_goals_conceded,expected_assists,points_per_game_rank_type,starts,expected_goal_involvements,goals_scored,saves_per_90,creativity,threat,expected_goal_involvements_per_90,ict_index_rank,now_cost_rank,creativity_rank,value_form,news_added,influence,selected_rank_type,creativity_rank_type,influence_rank_type,bps,value_season,expected_assists_per_90,transfers_out_event,assists,influence_rank,news,transfers_in_event,form,minutes,direct_freekicks_order,form_rank_type,points_per_game_rank,dreamteam_count,red_cards
648,Aidan Francis-Clarke,40,DEF,Luton,0.0,,0,25,116,0.0,0,0,281,0,Francis-Clarke,142,0,0.0,a,0.0,0.0,0.0,0.0,0,217,135,384,0,0,0,0.00,0.0,,,0,False,0.5,0,633,,0.0,0.00,0.00,146,0,0.00,0,0.0,0.0,0.0,0.0,339,663,322,0.0,,0.0,213,139,144,0,0.0,0.0,25,0,331,,135,0.0,0,,146,384,0,0
341,Manuel Akanji,50,DEF,Man City,1.0,,0,17094,206,5.9,0,0,550,1,Akanji,49,6,2.8,a,2.3,0.0,1.0,6.0,0,27,84592,40,0,6,0,0.00,0.3,,,0,False,3.8,0,65,,0.0,0.30,0.01,18,1,0.01,0,0.0,1.3,0.0,0.01,143,244,169,1.2,,22.0,24,56,24,23,1.2,0.01,17094,0,61,,84592,6.0,90,,18,40,0,0
342,Nathan Aké,50,DEF,Man City,1.15,100.0,0,16873,17,6.3,0,0,78,1,Aké,43,7,2.8,a,2.6,0.36,1.15,7.0,0,21,151120,24,0,7,1,0.31,0.27,,,0,False,3.8,0,58,100.0,0.0,0.23,0.01,10,1,0.32,0,0.0,1.9,10.0,0.37,131,195,155,1.4,2023-08-06T23:30:05.855914Z,14.2,21,49,46,32,1.4,0.01,16873,0,103,,151120,7.0,78,,10,24,0,0
343,Julián Álvarez,65,FWD,Man City,1.0,,0,31564,14,5.3,0,0,39,1,J.Alvarez,2,5,2.7,a,14.3,0.39,1.0,5.0,0,19,46163,52,0,5,0,0.39,0.3,3.0,,0,False,3.7,0,68,,0.0,0.30,0.37,11,1,0.76,0,0.0,84.8,28.0,0.76,6,55,2,0.8,,30.6,13,1,10,25,0.8,0.37,31564,1,38,,46163,5.0,90,,11,52,0,0
344,Bernardo Veiga de Carvalho e Silva,65,MID,Man City,1.0,75.0,0,37256,278,5.1,0,0,650,1,Bernardo,91,3,2.1,d,1.1,0.0,1.0,3.0,0,27,28792,82,0,3,0,0.00,0.3,,,0,False,3.8,0,70,,0.0,0.30,0.03,35,1,0.03,0,0.0,8.6,0.0,0.03,196,47,122,0.5,2023-08-15T21:30:06.243918Z,2.2,22,73,96,11,0.5,0.03,37256,0,207,Illness - 75% chance of playing,28792,3.0,90,,35,82,0,0
345,Oscar Bobb,45,MID,Man City,0.0,,0,329,142,0.0,0,0,440,0,Bobb,160,0,1.5,a,0.0,0.0,0.0,0.0,0,253,160,507,0,0,0,0.00,0.0,,,0,False,2.5,0,550,,0.0,0.00,0.00,181,0,0.00,0,0.0,0.0,0.0,0.0,470,504,462,0.0,,0.0,211,159,153,0,0.0,0.0,329,0,462,,160,0.0,0,,181,507,0,0
346,João Cancelo,60,DEF,Man City,0.0,,0,59880,216,3.2,0,0,640,0,Cancelo,217,0,3.4,a,0.0,0.0,0.0,0.0,0,5,5603,644,0,0,0,0.00,0.0,,,0,False,4.4,0,100,,0.0,0.00,0.00,215,0,0.00,0,0.0,0.0,0.0,0.0,644,65,644,0.0,,0.0,33,217,217,0,0.0,0.0,59880,0,641,,5603,0.0,0,,215,644,0,0
347,Scott Carson,40,GKP,Man City,0.0,,0,435,2,0.1,0,0,172,0,Carson,16,0,1.5,a,0.0,0.0,0.0,0.0,0,31,202,284,0,0,0,0.00,0.0,,,0,False,2.5,0,464,,0.0,0.00,0.00,22,0,0.00,0,0.0,0.0,0.0,0.0,234,552,215,0.0,,0.0,63,3,16,0,0.0,0.0,435,0,226,,202,0.0,0,,22,284,0,0
348,Shea Charles,45,MID,Man City,0.0,0.0,0,19,137,0.0,0,0,433,0,Charles,155,0,0.0,u,0.0,0.0,0.0,0.0,0,248,0,500,0,0,0,0.00,0.0,,,0,False,0.0,0,662,0.0,0.0,0.00,0.00,176,0,0.00,0,0.0,0.0,0.0,0.0,464,496,456,0.0,2023-07-11T09:00:10.230763Z,0.0,282,154,148,0,0.0,0.0,19,0,456,Permanent Transfer to Southampton,0,0.0,0,,176,500,0,0
349,Kevin De Bruyne,104,MID,Man City,4.09,0.0,1,619674,94,9.1,-1,1,170,0,De Bruyne,76,1,0.0,i,2.2,0.08,0.0,1.0,0,2,6300,282,0,1,0,0.02,0.41,4.0,2.0,-1,False,4.9,0,41,100.0,0.0,0.10,0.16,136,1,0.18,0,0.0,18.8,1.0,0.73,151,4,61,0.1,2023-08-12T08:00:06.610027Z,2.4,12,43,91,4,0.1,0.65,619674,0,201,Hamstring injury - Expected back 16 Dec,6300,1.0,22,1.0,136,282,0,0
350,Rúben Gato Alves Dias,55,DEF,Man City,0.0,,0,82770,215,6.4,0,0,612,0,Rúben,216,0,3.1,a,0.0,0.0,0.0,0.0,0,9,24319,625,0,0,0,0.00,0.0,,,0,False,4.1,0,57,,0.0,0.00,0.00,214,0,0.00,0,0.0,0.0,0.0,0.0,619,109,617,0.0,,0.0,20,216,216,0,0.0,0.0,82770,0,613,,24319,0.0,0,,214,625,0,0
351,Tommy Doyle,45,MID,Man City,0.0,,0,212,111,0.0,0,0,372,0,Doyle,130,0,1.5,a,0.0,0.0,0.0,0.0,0,221,95,449,0,0,0,0.00,0.0,,,0,False,2.5,0,582,,0.0,0.00,0.00,152,0,0.00,0,0.0,0.0,0.0,0.0,409,425,399,0.0,,0.0,231,128,123,0,0.0,0.0,212,0,400,,95,0.0,0,,152,449,0,0
352,Ederson Santana de Moraes,55,GKP,Man City,1.0,,0,30909,76,16.1,0,0,605,1,Ederson M.,10,6,4.5,a,1.8,0.0,1.0,6.0,0,3,63414,44,1,6,0,0.00,0.3,,,0,False,5.5,0,24,,0.0,0.30,0.01,4,1,0.01,0,1.0,0.0,0.0,0.01,167,96,611,1.1,,18.4,4,76,9,27,1.1,0.01,30909,0,82,,63414,6.0,90,,4,44,0,0
353,Phil Foden,75,MID,Man City,1.0,,0,47269,16,8.7,0,0,35,1,Foden,18,3,3.1,a,7.4,0.27,1.0,3.0,0,13,44083,86,0,3,0,0.27,0.3,,3.0,0,False,4.1,0,43,,0.0,0.30,0.11,39,1,0.38,0,0.0,32.8,32.0,0.38,36,22,26,0.4,,9.0,13,18,60,6,0.4,0.11,47269,0,149,,44083,3.0,90,4.0,39,86,0,0
354,Jack Grealish,75,MID,Man City,0.0,,0,73150,283,5.1,0,0,658,0,Grealish,283,0,3.1,a,0.0,0.0,0.0,0.0,0,11,7095,656,0,0,0,0.00,0.0,,4.0,0,False,4.1,0,71,,0.0,0.00,0.00,282,0,0.00,0,0.0,0.0,0.0,0.0,659,19,659,0.0,,0.0,23,283,282,0,0.0,0.0,73150,0,658,,7095,0.0,0,,282,656,0,0
355,Erling Haaland,140,FWD,Man City,1.14,,0,10032,7,90.6,0,0,9,1,Haaland,3,13,4.5,a,13.9,0.68,1.14,13.0,0,1,118179,4,0,13,3,0.60,0.26,1.0,,0,True,5.5,0,1,,0.0,0.23,0.05,2,1,0.65,2,0.0,23.7,48.0,0.74,8,1,41,0.9,,67.6,1,2,2,56,0.9,0.06,10032,0,4,,118179,13.0,79,,2,4,1,0
356,Mateo Kovačić,50,MID,Man City,0.0,,0,8488,184,1.1,0,0,501,1,Kovačić,62,3,2.1,a,2.9,0.0,1.34,3.0,0,116,6777,72,0,3,0,0.00,0.28,,,0,False,3.1,0,165,,0.0,0.21,0.24,27,0,0.24,0,0.0,19.3,0.0,0.32,118,180,57,0.6,,9.6,54,40,56,18,0.6,0.32,8488,0,143,,6777,3.0,67,,27,72,0,0
357,Aymeric Laporte,50,DEF,Man City,0.0,,0,3847,12,0.4,0,0,57,0,Laporte,37,1,2.8,a,2.9,0.98,0.0,1.0,0,22,912,231,0,1,0,0.12,0.57,,,0,False,3.8,0,246,,0.0,0.07,0.00,85,0,0.12,0,0.0,0.1,17.0,0.98,119,198,211,0.2,,11.4,90,77,54,4,0.2,0.0,3847,0,123,,912,1.0,11,,85,231,0,0
358,Rico Lewis,45,DEF,Man City,1.15,,0,3917,193,0.6,0,0,439,1,R.Lewis,74,6,2.5,a,0.8,0.0,1.15,6.0,0,144,17545,38,0,6,0,0.00,0.27,,,0,False,3.5,0,208,,0.0,0.23,0.01,16,1,0.01,0,0.0,5.8,0.0,0.01,203,503,130,1.3,,2.2,75,38,77,25,1.3,0.01,3917,0,203,,17545,6.0,78,,16,38,0,0
359,Riyad Mahrez,75,MID,Man City,0.0,0.0,0,2606,282,0.1,0,0,657,0,Mahrez,282,0,0.0,u,0.0,0.0,0.0,0.0,0,10,0,655,0,0,0,0.00,0.0,,,0,False,0.0,0,463,0.0,0.0,0.00,0.00,281,0,0.00,0,0.0,0.0,0.0,0.0,658,18,658,0.0,2023-07-31T07:05:47.120993Z,0.0,160,282,281,0,0.0,0.0,2606,0,657,Permanent transfer to Al-Ahli,0,0.0,0,,281,655,0,0
360,James McAtee,45,MID,Man City,0.0,,0,395,127,0.0,0,0,411,0,McAtee,145,1,1.5,a,0.0,0.0,0.0,1.0,0,237,474,205,0,1,0,0.00,0.0,,,0,False,2.5,0,520,,0.0,0.00,0.00,87,0,0.00,0,0.0,0.0,0.0,0.0,443,470,435,0.2,,0.0,190,144,138,3,0.2,0.0,395,0,434,,474,1.0,1,,87,205,0,0
361,Stefan Ortega Moreno,40,GKP,Man City,0.0,,0,4079,13,0.7,0,0,187,0,Ortega Moreno,26,0,1.5,a,0.0,0.0,0.0,0.0,0,42,1116,295,0,0,0,0.00,0.0,,,0,False,2.5,0,199,,0.0,0.00,0.00,32,0,0.00,0,0.0,0.0,0.0,0.0,248,567,230,0.0,,0.0,28,14,26,0,0.0,0.0,4079,0,239,,1116,0.0,0,,32,295,0,0
362,Cole Palmer,50,MID,Man City,0.0,,0,1793,227,0.2,0,0,569,0,Palmer,237,1,2.1,a,0.0,0.0,0.0,1.0,0,174,379,245,0,1,0,0.00,0.63,,,0,False,3.1,0,381,,0.0,0.07,0.02,110,0,0.02,0,0.0,0.7,0.0,0.18,583,269,183,0.2,,0.0,118,101,230,1,0.2,0.18,1793,0,575,,379,1.0,10,,110,245,0,0
363,Máximo Perrone,45,MID,Man City,0.0,,0,357,145,0.0,0,0,444,0,Perrone,163,0,1.5,a,0.0,0.0,0.0,0.0,0,259,154,510,0,0,0,0.00,0.0,,,0,False,2.5,0,564,,0.0,0.00,0.00,184,0,0.00,0,0.0,0.0,0.0,0.0,473,511,465,0.0,,0.0,221,162,156,0,0.0,0.0,357,0,465,,154,0.0,0,,184,510,0,0
364,Kalvin Phillips,50,MID,Man City,0.0,,0,648,195,0.0,0,0,518,0,Phillips,210,0,2.1,a,0.0,0.0,0.0,0.0,0,132,86,566,0,0,0,0.00,0.0,,,0,False,3.1,0,516,,0.0,0.00,0.00,225,0,0.00,0,0.0,0.0,0.0,0.0,540,206,534,0.0,,0.0,188,209,203,0,0.0,0.0,648,0,533,,86,0.0,0,,225,566,0,0
365,Rodrigo Hernandez,56,MID,Man City,1.0,,-1,14854,1,6.9,1,-1,4,1,Rodrigo,1,13,2.6,a,15.3,0.5,1.0,13.0,0,51,274154,2,0,13,2,0.50,0.3,,,1,True,3.6,0,53,,0.0,0.30,0.17,1,1,0.67,1,0.0,18.8,64.0,0.67,3,83,60,2.3,,70.2,17,42,1,42,2.3,0.17,14854,1,2,,274154,13.0,90,,1,2,1,0
366,Sergio Gómez,40,DEF,Man City,0.0,,0,6177,92,1.0,0,0,248,0,Sergio Gómez,120,0,1.5,a,0.0,0.0,0.0,0.0,0,191,1652,354,0,0,0,0.00,0.0,,,0,False,2.5,0,174,,0.0,0.00,0.00,125,0,0.00,0,0.0,0.0,0.0,0.0,308,628,291,0.0,,0.0,63,117,121,0,0.0,0.0,6177,0,299,,1652,0.0,0,,125,354,0,0
367,Zack Steffen,40,GKP,Man City,0.0,,0,672,24,0.2,0,0,209,0,Steffen,37,0,1.5,a,0.0,0.0,0.0,0.0,0,53,279,317,0,0,0,0.00,0.0,,,0,False,2.5,0,382,,0.0,0.00,0.00,43,0,0.00,0,0.0,0.0,0.0,0.0,270,589,252,0.0,,0.0,56,25,37,0,0.0,0.0,672,0,261,,279,0.0,0,,43,317,0,0
368,John Stones,55,DEF,Man City,0.0,75.0,0,541508,214,20.8,0,0,601,0,Stones,215,0,2.3,d,0.0,0.0,0.0,0.0,0,7,7988,620,0,0,0,0.00,0.0,,,0,False,4.1,0,18,,0.0,0.00,0.00,213,0,0.00,0,0.0,0.0,0.0,0.0,613,90,607,0.0,2023-08-12T08:00:06.635298Z,0.0,6,215,215,0,0.0,0.0,541508,0,606,Hip injury - 75% chance of playing,7988,0.0,0,,213,620,0,0
369,Kyle Walker,50,DEF,Man City,1.0,,0,11312,47,4.7,0,0,147,1,Walker,55,6,2.8,a,2.0,0.0,1.0,6.0,0,15,66794,39,0,6,0,0.00,0.3,,,0,False,3.8,0,76,,0.0,0.30,0.04,17,1,0.04,0,0.0,14.5,2.0,0.04,157,163,77,1.2,,3.6,26,20,74,26,1.2,0.04,11312,0,190,,66794,6.0,90,,17,39,0,0
616,Joško Gvardiol,50,DEF,Man City,0.0,,0,24528,213,3.3,0,0,582,0,Gvardiol,214,1,2.8,a,0.0,0.0,0.0,1.0,0,35,20504,252,0,1,0,0.00,0.57,,,0,False,3.8,0,96,,0.0,0.07,0.00,87,0,0.00,0,0.0,0.0,0.0,0.0,596,293,590,0.2,,0.0,32,214,214,7,0.2,0.0,24528,0,588,,20504,1.0,11,,87,252,0,0
209,Mason Mount,70,MID,Man Utd,1.34,,0,22799,74,3.5,0,0,130,1,Mount,100,3,3.0,a,0.6,0.0,1.34,3.0,0,19,6015,84,0,3,0,0.00,1.6,,4.0,0,False,3.0,0,92,,0.0,1.19,0.02,37,1,0.02,0,0.0,2.0,4.0,0.03,212,32,153,0.4,,0.0,34,88,279,7,0.4,0.03,22799,0,653,,6015,3.0,67,,37,84,0,0
370,Alex Telles,45,DEF,Man Utd,0.0,0.0,0,312,144,0.0,0,0,328,0,Alex Telles,164,0,0.0,u,0.0,0.0,0.0,0.0,0,72,0,415,0,0,0,0.00,0.0,,,0,False,0.0,0,626,0.0,0.0,0.00,0.00,167,0,0.00,0,0.0,0.0,0.0,0.0,375,365,363,0.0,2023-07-24T09:56:30.018038Z,0.0,212,162,166,0,0.0,0.0,312,0,367,Permanent transfer to Al Nassr,0,0.0,0,,167,415,0,0
371,Amad Diallo,45,MID,Man Utd,0.0,0.0,0,786,151,0.0,0,0,458,0,Amad,169,0,0.0,i,0.0,0.0,0.0,0.0,0,266,62,522,0,0,0,0.00,0.0,,,0,False,0.0,0,524,0.0,0.0,0.00,0.00,190,0,0.00,0,0.0,0.0,0.0,0.0,487,528,479,0.0,2023-08-07T17:30:06.162100Z,0.0,193,168,162,0,0.0,0.0,786,0,479,Knee injury - Expected back 25 Aug,62,0.0,0,,190,522,0,0
372,Antony Matheus dos Santos,70,MID,Man Utd,1.18,,0,9179,28,1.4,0,0,54,1,Antony,26,3,3.0,a,6.1,0.26,1.18,3.0,0,24,3725,85,0,3,0,0.22,1.72,,,0,False,3.0,0,144,,0.0,1.45,0.05,38,1,0.27,0,0.0,34.8,19.0,0.32,52,37,21,0.4,,7.4,49,14,72,8,0.4,0.06,9179,0,166,,3725,3.0,76,,38,85,0,0
373,Bruno Borges Fernandes,85,MID,Man Utd,1.0,,0,71314,65,27.0,0,0,113,1,B.Fernandes,16,3,3.4,a,7.8,0.03,1.0,3.0,0,6,57475,87,0,3,0,0.03,2.27,1.0,2.0,0,False,3.4,0,10,,0.0,2.27,0.73,40,1,0.76,0,0.0,42.6,6.0,0.76,31,8,12,0.4,,29.4,5,8,14,13,0.4,0.73,71314,0,42,,57475,3.0,90,3.0,40,87,0,0
374,Brandon Williams,40,DEF,Man Utd,0.0,,0,1136,84,0.2,0,0,237,0,B.Williams,112,0,1.5,a,0.0,0.0,0.0,0.0,0,183,537,344,0,0,0,0.00,0.0,,,0,False,1.5,0,349,,0.0,0.00,0.00,118,0,0.00,0,0.0,0.0,0.0,0.0,297,617,280,0.0,,0.0,135,109,113,0,0.0,0.0,1136,0,288,,537,0.0,0,,118,344,0,0
375,Eric Bailly,40,DEF,Man Utd,0.0,,0,1499,72,0.2,0,0,216,0,Bailly,100,0,1.5,a,0.0,0.0,0.0,0.0,0,171,769,324,0,0,0,0.00,0.0,,,0,False,1.5,0,328,,0.0,0.00,0.00,106,0,0.00,0,0.0,0.0,0.0,0.0,277,596,259,0.0,,0.0,125,97,101,0,0.0,0.0,1499,0,268,,769,0.0,0,,106,324,0,0
376,Carlos Henrique Casimiro,55,MID,Man Utd,1.0,,0,30915,246,4.7,0,0,599,1,Casemiro,30,3,2.6,a,5.8,0.0,1.0,3.0,0,53,16601,78,0,3,0,0.00,2.27,,,0,False,2.6,0,74,,0.0,2.27,0.08,33,1,0.08,0,0.0,24.2,0.0,0.08,57,86,40,0.5,,33.6,25,29,9,16,0.5,0.08,30915,0,28,,16601,3.0,90,,33,78,0,0
377,Diogo Dalot Teixeira,50,DEF,Man Utd,0.0,,0,20613,207,1.8,0,0,553,0,Dalot,209,0,2.8,a,0.0,0.0,0.0,0.0,0,28,3739,586,0,0,0,0.00,0.0,,,0,False,2.8,0,133,,0.0,0.00,0.00,209,0,0.00,0,0.0,0.0,0.0,0.0,570,248,564,0.0,,0.0,49,209,210,0,0.0,0.0,20613,0,563,,3739,0.0,0,,209,586,0,0
379,Christian Eriksen,60,MID,Man Utd,0.0,,0,4950,270,0.5,0,0,637,0,Eriksen,114,1,2.7,a,0.1,0.0,0.0,1.0,0,35,1527,267,0,1,0,0.00,4.42,,1.0,0,False,2.7,0,229,,0.0,1.08,0.01,126,0,0.01,0,0.0,0.6,0.0,0.04,232,59,188,0.2,,0.2,73,104,107,4,0.2,0.04,4950,0,224,,1527,1.0,22,1.0,126,267,0,0
380,Álvaro Fernández Carreras,40,DEF,Man Utd,0.0,,0,2356,112,0.3,0,0,276,0,Fernandez,138,0,1.5,a,0.0,0.0,0.0,0.0,0,213,1613,379,0,0,0,0.00,0.0,,,0,False,1.5,0,269,,0.0,0.00,0.00,142,0,0.00,0,0.0,0.0,0.0,0.0,334,658,317,0.0,,0.0,100,135,140,0,0.0,0.0,2356,0,326,,1613,0.0,0,,142,379,0,0
381,Frederico Rodrigues de Paula Santos,50,MID,Man Utd,0.0,0.0,0,3940,186,0.1,0,0,504,0,Fred,201,0,0.0,u,0.0,0.0,0.0,0.0,0,118,322,555,0,0,0,0.00,0.0,,,0,False,2.1,0,420,,0.0,0.00,0.00,217,0,0.00,0,0.0,0.0,0.0,0.0,528,183,521,0.0,2023-08-14T03:59:16.804199Z,0.0,138,200,194,0,0.0,0.0,3940,0,520,Permanent transfer to Fenerbahce,322,0.0,0,,217,555,0,0
382,Alejandro Garnacho,50,MID,Man Utd,1.34,,0,14544,39,2.7,0,0,68,1,Garnacho,87,3,2.1,a,1.5,0.16,1.34,3.0,0,192,9816,77,0,3,0,0.12,1.6,,,0,False,2.1,0,112,,0.0,1.19,0.04,32,1,0.16,0,0.0,3.8,14.0,0.21,184,297,138,0.6,,0.0,43,82,239,4,0.6,0.05,14544,0,592,,9816,3.0,67,,32,77,0,0
383,Hannibal Mejbri,45,MID,Man Utd,0.0,,0,598,138,0.1,0,0,434,0,Hannibal,156,0,1.5,a,0.0,0.0,0.0,0.0,0,249,194,501,0,0,0,0.00,0.0,,,0,False,1.5,0,499,,0.0,0.00,0.00,177,0,0.00,0,0.0,0.0,0.0,0.0,465,497,457,0.0,,0.0,182,155,149,0,0.0,0.0,598,0,457,,194,0.0,0,,177,501,0,0
384,Tom Heaton,40,GKP,Man Utd,0.0,0.0,0,1402,4,0.1,0,0,174,0,Heaton,18,0,0.0,i,0.0,0.0,0.0,0.0,0,33,66,286,0,0,0,0.00,0.0,,,0,False,0.0,0,396,0.0,0.0,0.00,0.00,24,0,0.00,0,0.0,0.0,0.0,0.0,236,554,217,0.0,2023-08-11T13:00:07.024643Z,0.0,59,5,18,0,0.0,0.0,1402,0,228,Calf injury - Unknown return date,66,0.0,0,,24,286,0,0
385,Dean Henderson,45,GKP,Man Utd,0.0,100.0,0,6322,60,0.3,0,0,343,0,Henderson,67,0,2.9,a,0.0,0.0,0.0,0.0,0,24,155,427,0,0,0,0.00,0.0,,,0,False,0.0,0,266,0.0,0.0,0.00,0.00,70,0,0.00,0,0.0,0.0,0.0,0.0,386,382,374,0.0,2023-08-11T13:00:07.069019Z,0.0,40,60,67,0,0.0,0.0,6322,0,378,,155,0.0,0,,70,427,0,0
386,Victor Lindelöf,45,DEF,Man Utd,0.0,,0,1154,40,0.2,0,0,137,0,Lindelof,75,1,2.5,a,0.7,0.0,0.0,1.0,0,87,550,191,0,1,0,0.00,4.06,,,0,False,2.5,0,351,,0.0,2.03,0.00,65,0,0.00,0,0.0,0.2,2.0,0.0,208,390,206,0.2,,5.0,137,74,69,5,0.2,0.0,1154,0,180,,550,1.0,45,,65,191,0,0
387,Harry Maguire,45,DEF,Man Utd,0.0,,0,4524,132,0.6,0,0,310,0,Maguire,154,0,2.5,a,0.0,0.0,0.0,0.0,0,56,1318,402,0,0,0,0.00,0.0,,,0,False,2.5,0,225,,0.0,0.00,0.00,157,0,0.00,0,0.0,0.0,0.0,0.0,361,343,347,0.0,,0.0,83,151,156,0,0.0,0.0,4524,0,353,,1318,0.0,0,,157,402,0,0
388,Kobbie Mainoo,45,MID,Man Utd,0.0,0.0,0,501,159,0.0,0,0,467,0,Mainoo,176,0,0.0,i,0.0,0.0,0.0,0.0,0,274,71,529,0,0,0,0.00,0.0,,,0,False,0.0,0,568,0.0,0.0,0.00,0.00,196,0,0.00,0,0.0,0.0,0.0,0.0,495,537,487,0.0,2023-08-06T23:30:05.871870Z,0.0,224,175,169,0,0.0,0.0,501,0,487,Ankle injury - Unknown return date,71,0.0,0,,196,529,0,0
389,Tyrell Malacia,45,DEF,Man Utd,0.0,0.0,0,1491,173,0.1,0,0,377,0,Malacia,184,0,0.0,i,0.0,0.0,0.0,0.0,0,116,39,453,0,0,0,0.00,0.0,,,0,False,0.0,0,505,0.0,0.0,0.00,0.00,187,0,0.00,0,0.0,0.0,0.0,0.0,413,431,403,0.0,2023-08-06T23:30:05.886466Z,0.0,187,183,185,0,0.0,0.0,1491,0,404,Knock - Unknown return date,39,0.0,0,,187,453,0,0
390,Anthony Martial,65,FWD,Man Utd,0.0,100.0,0,3809,80,0.2,0,0,649,0,Martial,80,0,2.7,a,0.0,0.0,0.0,0.0,0,16,864,652,0,0,0,0.00,0.0,2.0,,0,False,0.7,0,332,25.0,0.0,0.00,0.00,81,0,0.00,0,0.0,0.0,0.0,0.0,652,45,652,0.0,2023-08-06T23:30:05.902302Z,0.0,55,80,80,0,0.0,0.0,3809,0,650,,864,0.0,0,,81,652,0,0
391,Lisandro Martínez,50,DEF,Man Utd,2.0,,0,47080,209,7.3,0,0,558,0,Martinez,73,0,2.8,a,0.9,0.0,0.0,0.0,1,30,20955,590,0,0,0,0.00,0.48,,,0,False,2.8,0,52,,0.0,0.24,0.02,210,1,0.02,0,0.0,4.1,0.0,0.04,200,254,137,0.0,,4.8,18,42,70,7,0.0,0.04,47080,0,181,,20955,0.0,45,,210,590,0,0
392,Scott McTominay,50,MID,Man Utd,0.0,,0,598,213,0.1,0,0,540,0,McTominay,98,1,2.1,a,0.7,0.0,0.0,1.0,0,153,175,238,0,1,0,0.00,20.7,,,0,False,2.1,0,459,,0.0,0.46,0.00,105,0,0.00,0,0.0,0.1,0.0,0.0,209,231,212,0.2,,7.2,157,112,73,4,0.2,0.0,598,0,167,,175,1.0,2,,105,238,0,0
393,Teden Mengi,40,DEF,Man Utd,0.0,,0,609,88,0.1,0,0,243,0,Mengi,116,0,1.5,a,0.0,0.0,0.0,0.0,0,187,150,349,0,0,0,0.00,0.0,,,0,False,1.5,0,452,,0.0,0.00,0.00,121,0,0.00,0,0.0,0.0,0.0,0.0,303,623,286,0.0,,0.0,174,113,117,0,0.0,0.0,609,0,294,,150,0.0,0,,121,349,0,0
394,Facundo Pellistri Rebollo,45,MID,Man Utd,0.0,,0,1285,57,0.1,0,0,98,0,Pellistri,95,1,1.5,a,0.8,1.66,0.0,1.0,0,262,1009,216,0,1,0,0.24,5.68,,,0,False,1.5,0,392,,0.0,0.82,0.00,92,0,0.24,0,0.0,0.3,7.0,1.66,204,518,201,0.2,,0.2,124,107,104,2,0.2,0.0,1285,0,220,,1009,1.0,13,,92,216,0,0
395,Raphaël Varane,50,DEF,Man Utd,1.0,,0,7532,3,3.1,0,0,18,1,R.Varane,3,14,2.8,a,8.5,0.55,1.0,14.0,0,18,60447,1,0,14,2,0.55,2.27,,,0,True,2.8,0,101,,0.0,2.27,0.00,1,1,0.55,1,0.0,1.0,37.0,0.55,23,179,177,2.8,,46.6,34,59,2,38,2.8,0.0,7532,0,10,,60447,14.0,90,,1,1,1,0
396,Marcus Rashford,90,MID,Man Utd,1.03,,0,86417,2,49.7,0,0,8,1,Rashford,20,3,3.5,a,6.9,0.31,1.03,3.0,0,4,115808,88,0,3,0,0.30,1.87,3.0,,0,False,3.5,0,4,,0.0,1.81,0.02,41,1,0.32,0,0.0,12.0,48.0,0.33,40,6,93,0.3,,8.6,2,63,66,5,0.3,0.02,86417,0,156,,115808,3.0,87,2.0,41,88,0,0
397,Jadon Sancho,70,MID,Man Utd,0.0,,0,7204,55,1.0,0,0,94,0,Sancho,73,1,3.0,a,2.3,0.0,0.0,1.0,0,20,1504,276,0,1,0,0.00,4.42,,,0,False,3.0,0,169,,0.0,1.08,0.05,134,0,0.05,0,0.0,11.3,8.0,0.2,144,33,101,0.1,,3.8,55,66,83,4,0.1,0.2,7204,0,188,,1504,1.0,22,,134,276,0,0
398,Luke Shaw,55,DEF,Man Utd,1.0,,0,61365,23,26.2,0,0,92,1,Shaw,29,5,3.1,a,3.9,0.0,1.0,5.0,1,8,56126,49,0,5,0,0.00,2.27,,3.0,0,False,3.1,0,12,,0.0,2.27,0.04,22,1,0.04,0,0.0,3.7,8.0,0.04,97,93,141,0.9,,27.0,4,44,16,25,0.9,0.04,61365,0,47,,56126,5.0,90,4.0,22,49,0,0
399,Shola Shoretire,45,FWD,Man Utd,0.0,,0,1627,41,0.2,0,0,436,0,Shoretire,41,0,1.5,a,0.0,0.0,0.0,0.0,0,79,833,503,0,0,0,0.00,0.0,,,0,False,1.5,0,360,,0.0,0.00,0.00,53,0,0.00,0,0.0,0.0,0.0,0.0,467,499,459,0.0,,0.0,56,40,39,0,0.0,0.0,1627,0,459,,833,0.0,0,,53,503,0,0
